YELLOWER,WHENMYLOVESWEARSTHAT,ULPYA UPFTI DHSWV JRLLE 
EMPLOYEE,OCALLNOTMETOJUSTIFYT,SOPWZ LSXQQ IZXSW XMRNE 
ACQUAINT,BEWISEASTHOUARTCRUEL,BGMCS MNLTJ EOAZG VRWUF 
PLUNGING,INFAITHIDONOTLOVETHE,XYZNO BUOSZ HBZTB BTEBR 
OVERTURE,LOVEISMYSINANDTHYDEA,ZJZVB MDCGD RRGXK LMYIR 
USURIOUS,LOASACAREFULHOUSEWIF,FGUJI QUJYX OCPCO KYOCW 
FATHERLY,TWOLOVESIHAVEOFCOMFO,YWHSS MPQNH TCIFQ ATMYV 
LAXATIVE,THOSELIPSTHATLOVESOW,EHLSX TDTDT EAMTJ ZPSLW 
HUSBANDS,POORSOULTHECENTREOFM,WIGSS BXDAB WDEAW JLIXN 
REBURIAL,MYLOVEISASAFEVERLONG,DCMIM MIDRW BZVDE CCSOA 
STRAYING,OMEWHATEYESHATHLOVEP,GFVWF IGKQX JHYBU RGOVP 
RINGLETS,CANSTTHOUOCRUELSAYIL,TIAYE XAGLW PXFIE KRGVR 
ROSTRUMS,OFROMWHATPOWERHASTTH,FTJHD QTSKD GPVLT SJHLA 
KNEELING,LOVEISTOOYOUNGTOKNOW,VBZIT AGUYL SYYOG UUASA 
ADJUDGES,INLOVINGTHEETHOUKNOW,IQUIY ORYTK NYWNS MKQXQ 
MORALIST,CUPIDLAIDBYHISBRANDA,OIGIO TSBPP PHTAT KMBUA 
WOODWIND,THELITTLELOVEGODLYIN,PVSOE BGOAZ CYAOB GHMWQ 
DEADLIER,FROMFAIRESTCREATURES,IVOPQ IMIHW TFCME KXVEV 
PLATELET,WHENFORTYWINTERSSHAL,LSEGJ ZVMNH IGXPV LHSAE 
EXAMINES,LOOKINTHYGLASSANDTEL,PLOWQ AXZCD LMAFE FHQEX 
BILLINGS,UNTHRIFTYLOVELINESSW,VVESZ VLLZT ZGMYO FFADH 
SLIMMERS,THOSEHOURSTHATWITHGE,LSWEQ LFMJD BTMXN ALSOQ 
LATHERED,THENLETNOTWINTERSRAG,EHXUP VXQZT PPRKI UDRTN 
BEVELLED,LOINTHEORIENTWHENTHE,MSDRE SIRSM ZREHL HOXCI 
TRICKLED,MUSICTOHEARWHYHEARST,FLAKM ESKXR ZYRJL HTIAV 
ALTRUIST,ISITFORFEARTOWETAWID,IDBKZ WJYEL KKIEW MAHBU 
WORDGAME,FORSHAMEDENYTHATTHOU,BCIVN AYIZS EBZHM XPVFX 
REBOUNDS,ASFASTASTHOUSHALTWAN,RWGOM GDKKL PIMUD DKABB 
WEEDIEST,WHENIDOCOUNTTHECLOCK,SLIQQ HGVKY RWBLW VHSGN 
DROLLEST,OTHATYOUWEREYOURSELF,RKVLE CGNZV FPJSM KVVZQ 
INSTINCT,NOTFROMTHESTARSDOIMY,VBLYZ BOMPR KMIEU WWVER 
ALLUVIAL,WHENICONSIDEREVERYTH,WSPHD KOYST OYMMV PRJEB 
PASSMARK,BUTWHEREFOREDONOTYOU,QULOT EIOUO JWPOE YIYGM 
BLACKEST,WHOWILLBELIEVEMYVERS,XSOYS PDUFW IGFIE RWPRU 
INUNDATE,SHALLICOMPARETHEETOA,AUUYO IVSUC UEHTA IMGIN 
DEIFYING,DEVOURINGTIMEBLUNTTH,GIDTS ZVTJX QRCJY AQXBM 
ALLAYING,AWOMANSFACEWITHNATUR,AHZMY VFLAN PWGBU TAEFR 
SOPHISTS,SOISITNOTWITHMEASWIT,KCXZQ LGGLK XAPEX SKKXA 
FACTIOUS,MYGLASSSHALLNOTPERSU,RYIEI GMKMA NEVCN HJRUN 
PANTHERS,ASANUNPERFECTACTORON,PSNGB RGWGF RVAET LDRBG 
MILEAGES,MINEEYEHATHPLAYDTHEP,YQYIE EIZMB STLGC VFPPT 
SNUFFLED,LETTHOSEWHOAREINFAVO,DRNYM ZWHOU IFWPM QXNPT 
CHARLADY,LORDOFMYLOVETOWHOMIN,NVRUZ FPWNV VVEOZ FQTIE 
POSTURED,WEARYWITHTOILIHASTEM,LSSKS NMWWH GBFZL DHHWF 
CARDIOID,HOWCANITHENRETURNINH,JONFI BQWJE EUMHC UPIEK 
ACCRUALS,WHENINDISGRACEWITHFO,WJGEC NOASI TRWEH ATJHF 
STORAGES,WHENTOTHESESSIONSOFS,OASET UXZWL SJSOS FKHTJ 
BOOKLETS,THYBOSOMISENDEAREDWI,UVMLZ WHEJG SXOIT JFRKS 
LIMOUSIN,IFTHOUSURVIVEMYWELLC,TNFVI MAHCD UJYEG JPTXQ 
BREATHES,FULLMANYAGLORIOUSMOR,GLPLF HRQBX POKPS MTDSR 
SPECULUM,WHYDIDSTTHOUPROMISES,OWCFC OMFLW SWJCI YAHIU 
RELIANCE,NOMOREBEGRIEVEDATTHA,ESXWR RDIXV TMVRF EKXSI 
PARFAITS,LETMECONFESSTHATWETW,AEKRE KHFUE JXTPT LLEKB 
ANTEDATE,ASADECREPITFATHERTAK,AFTHH CKIPV MJDTA IRGTO 
UNSLICED,HOWCANMYMUSEWANTSUBJ,BBONI PQBGH KPECR WMHTU 
IMPUTING,OHOWTHYWORTHWITHMANN,WTDQM PLCWD IBPQG NUMCH 
BLUSTERS,TAKEALLMYLOVESMYLOVE,ULEWT PCEZW INXWD QMZPW 
OBTRUDED,THOSEPETTYWRONGSTHAT,HIHJY SIWHZ PIIQK VHITK 
SUFFICES,THATTHOUHASTHERITISN,LBFYB JSMZU XYPGV ALCXS 
LAPIDARY,WHENMOSTIWINKTHENDOM,HHTVP OJRTW XVNTY CYDDU 
PROMPTED,IFTHEDULLSUBSTANCEOF,XWHTT WYOAJ INHME QRVCR 
ANSWERER,THEOTHERTWOSLIGHTAIR,TUWKX YIITJ GOPZK YTNAN 
BEATNIKS,MINEEYEANDHEARTAREAT,NMNXR GOSOH HXNZD SSIAM 
PANTILED,BETWIXTMINEEYEANDHEA,QEGPQ IXPXN RXGPE QSHRT 
BELCHING,HOWCAREFULWASIWHENIT,ISHEH ZRLVP HCZQJ NFRTV 
PLATEAUX,AGAINSTTHATTIMEIFEVE,PRABR SNQWL TMMMY FUPVX 
EMITTERS,HOWHEAVYDOIJOURNEYON,LAEAX EMQHA QCHYI FIKWG 
SOOTHERS,THUSCANMYLOVEEXCUSET,LVILJ EEEQZ COLIO UMGSM 
STRONGER,SOAMIASTHERICHWHOSEB,KHRAV GWKZX IWPNA YGLVP 
CORONERS,WHATISYOURSUBSTANCEW,YVRHV WPGWF JIOWK SPQVK 
PLEBEIAN,OHOWMUCHMOREDOTHBEAU,DSSXQ CCUBZ VFHWT UQPEV 
DENIZENS,NOTMARBLENORTHEGILDE,QSGUZ VODHR BZSLR YLPQM 
TRUNNION,SWEETLOVERENEWTHYFOR,LNYRG TCIXI YAREH URWIE 
PITCHERS,BEINGYOURSLAVEWHATSH,QMBPN CFMGA ECCIN ZPBLJ 
BELONGED,THATGODFORBIDTHATMAD,ULLHT UHIPV MWQZL DUQLR 
CEREBRUM,IFTHEREBENOTHINGNEWB,KJKLF IYNGR FXIZH SPINF 
AFFIXING,LIKEASTHEWAVESMAKETO,LNPMX AGNEB FDBAZ GKJYW 
STRAIGHT,ISITTHYWILLTHYIMAGES,ALZTB NFPAE CTPEP FSZVS 
CLEAVERS,SINOFSELFLOVEPOSSESS,UTROA WVDHW SVZTF KUPWS 
ISOLATOR,AGAINSTMYLOVESHALLBE,IYOTN LHDGD CGELV RTDPP 
REFORMED,WHENIHAVESEENBYTIMES,NLJBZ TEYVW JSENC WZQJG 
ELUSIONS,SINCEBRASSNORSTONENO,WTHUM PESWD HGZGG GRPHG 
OVERSEER,TIREDWITHALLTHESEFOR,HDVVV AMKVV PCLLI JSASI 
COLUMNAR,AHWHEREFOREWITHINFEC,CVHBQ EEWQF PQUGH ZPTPW 
OUTPOSTS,THUSISHISCHEEKTHEMAP,HBNHW KAAGW ATSCM ZSGTE 
BEAUTIFY,THOSEPARTSOFTHEETHAT,ULOMX XFPUW OZMPJ CULAN 
KINGSHIP,THATTHOUARTBLAMEDSHA,DPNZL OWJKZ GHDHU TNAUG 
REDESIGN,NOLONGERMOURNFORMEWH,ESOSF OKEDS XVFNU EDIZL 
SACKFULS,OLESTTHEWORLDSHOULDT,GLGCY NSWOO TVIMS GMLFD 
PRESENCE,THATTIMEOFYEARTHOUMA,IYELX VOIDW CWEEV LDLQS 
SOCRATES,BUTBECONTENTEDWHENTH,TIVSE VSFLS PKEWA ZWBVY 
HALLMARK,SOAREYOUTOMYTHOUGHTS,ZOLCQ YFEAO XJFHF ENHED 
MACHETES,WHYISMYVERSESOBARREN,IHAPW FCNQR ULWHF SDRGU 
COWGIRLS,THYGLASSWILLSHOWTHEE,VVUMT RDKYW HRAYZ OVVAK 
ALCOHOLS,SOOFTHAVEIINVOKEDTHE,SZQTA VLNET KBCCV WDEJS 
MARINADE,WHILSTIALONEDIDCALLU,IHZTF TLEXO EMQIG GMLCC 
LEVELLED,OHOWIFAINTWHENIOFYOU,ZLJAT QELYX RLPYM RQCJY 
TRICKIER,ORISHALLLIVEYOUREPIT,HIQUR IPCEZ DGIWY IXGQV 
LINGERER,IGRANTTHOUWERTNOTMAR,TOEGR KXYZC JKVKR FEUNX 
IMPOLITE,INEVERSAWTHATYOUDIDP,QZTJP ZLEEF WOEGH YLUSD 
CATALYST,WHOISITTHATSAYSMOSTW,YHHID GLMJA MSLWK FQSMW 
DIVERGES,MYTONGUETIEDMUSEINMA,PGOSE MYWWQ ZHDAW WLVHE 
LEAVINGS,WASITTHEPROUDFULLSAI,HESDB GNWAV OPLSA DWWAD 
BORDERER,FAREWELLTHOUARTTOODE,GOIHA VPCUV FXEIX KPCUH 
CANARIES,WHENTHOUSHALTBEDISPO,YHRNK PSMUH NLKJI VKSCO 
BISCUITY,SAYTHATTHOUDIDSTFORS,TIQVB IMRIW MFCLL RGWJU 
ALLUSION,THENHATEMEWHENTHOUWI,TSPHZ IHRMP HBWVH UOFHC 
SYSTOLIC,SOMEGLORYINTHEIRBIRT,KMEXU WWTQG FMVPQ TTGJM 
SIDEREAL,BUTDOTHYWORSTTOSTEAL,TCWHF XHJOW UWKXO DLMDP 
PLAYMATE,SOSHALLILIVESUPPOSIN,HZSFM LEMAT VCEUI TDDIL 
DEVOURED,THEYTHATHAVEPOWERTOH,WLZMN YEWKE QSJFA HUXJV 
BILLETED,HOWSWEETANDLOVELYDOS,IWHDA XIWBV OWSOI OZLZD 
POLLUTED,SOMESAYTHYFAULTISYOU,HCXPM TCWWM QLOEX LHMZF 
BACHELOR,HOWLIKEAWINTERHATHMY,IOYSM VSRXI PAICV RUHOF 
PRIMATES,FROMYOUHAVEIBEENABSE,UIWYY HYZPM MUBXI FPSAQ 
HUGENESS,THEFORWARDVIOLETTHUS,ABKJB VOSYX BMBPW LABAW 
PICTURED,WHEREARTTHOUMUSETHAT,LPGKY RVWIP QNGLW HIPCM 
ISOMORPH,OTRUANTMUSEWHATSHALL,WLFGO EITCK SIVRI ZPSZX 
STOPPING,MYLOVEISSTRENGTHENDT,ERZDK MVYKM FTCOG NWGRI 
EXTERNAL,ALACKWHATPOVERTYMYMU,EITGB JHLXM HZVET JQVFY 
ENTAILED,TOMEFAIRFRIENDYOUNEV,XBFEN LMUJE BEVOC RYAXV 
MADRIGAL,LETNOTMYLOVEBECALLDI,XEWEW ZMJXO YVJKC LXLGZ 
TALISMAN,WHENINTHECHRONICLEOF,PHPVA ZTUXC SZGZI PEEZN 
EMPERORS,WHENINTHECHRONICLEOF,ATTRZ BKZIO WVFBZ UPQDJ 
CHALDRON,NOTMINEOWNFEARSNORTH,PVTXL ESBYU FPDIG AQYTS 
RESCALED,WHATSINTHEBRAINTHATI,NLSVS TRWYI TTATR WYELK 
COINAGES,ONEVERSAYTHATIWASFAL,QBMIE XWSAH PNTOA SUTIY 
SORCERER,ALASTISTRUEIHAVEGONE,SZRUX ZWKJI VKLRZ VYCEG 
CUTICLES,OFORMYSAKEDOYOUWITHF,QZHZO JWSMY WWAZY OKNAN 
MISCOUNT,YOURLOVEANDPITYDOTHT,KWMTZ IIXMV VRWNL WABZV 
LAWFULLY,SINCEILEFTYOUMINEEYE,DIJHY TWCQT UTOXT LPEUJ 
PARANOID,ORWHETHERDOTHMYMINDB,DRNHR HPHGD FTUAG PXNUB 
LAYERING,THOSELINESTHATIBEFOR,EHMWV TVTPS RLRBV HPFMV 
THICKSET,LETMENOTTOTHEMARRIAG,ELBOO FSMMV BJOEE KKPII 
DUELLERS,ACCUSEMETHUSTHATIHAV,DWGFD IDWWB YDELR LLBEG 
TAUTNESS,LIKEASTOMAKEOURAPPET,EIEXN WLGFA EXBYJ SIPYM 
DISEASES,WHATPOTIONSHAVEIDRUN,ZPSXP GXARV KLANI AGZMR 
WOEFULLY,THATYOUWEREONCEUNKIN,PVEYS ZFUAF ITHNP SJYMS 
COUPLING,TISBETTERTOBEVILETHA,VWMQP BGKTH IQPDV RGHBP 
INDULGED,THYGIFTTHYTABLESAREW,BUBAT LXWPL WUMRI VIEHQ 
OVERSEAS,NOTIMETHOUSHALTNOTBO,BJXZE ITZCP WYSPT FCOFF 
BLEARILY,IFMYDEARLOVEWEREBUTT,JQQYU MLPMZ ZENMC CCFXT 
RELAUNCH,WERETAUGHTTOMEIBORET,NICEN NWNYX EOGRK IFVPT 
WEDDINGS,OTHOUMYLOVELYBOYWHOI,KXKRC ZEDKZ HOGOU QSLRL 
MEATIEST,INTHEOLDAGEBLACKWASN,URTAM SDWMK EUTEU DIESG 
SOAKINGS,HOWOFTWHENTHOUMYMUSI,ZCWYN GCZWB TRWHS QEISS 
SPOUTING,THEEXPENSEOFSPIRITIN,LWSYQ XRTKT CZLXV XAIWH 
BALLETIC,MYMISTRESSEYESARENOT,NYXTW MZGTS PJILI TFNZE 
VAUNTING,THOUARTASTYRANNOUSSO,OHIHT ZGGNT SETVA UPSMB 
MARKINGS,THINEEYESILOVEANDTHE,FHZXM REWEI CYDRG FPTYO 
GHOSTING,BESHREWTHATHEARTTHAT,HLGZK MJZNH HZXIE ZZOOL 
RESOLVED,SONOWIHAVECONFESSDTH,JSFCH DLDMI UCYAI VJHLV 
UNWISELY,WHOEVERHATHHERWISHTH,QUKMN ICFUG DPWVH GMUPP 
BORINGLY,IFTHYSOULCHEQUETHEET,JTKPL YZSMQ YMDAP RISVB 
DWARFISH,THOUBLINDFOOLLOVEWHA,WDOLG TAUGB OFQTG CHSHR 
TORSIONS,WHENMYLOVESWEARSTHAT,PVVFU MYGOS JOMOE KMVRL 
ROADSHOW,OCALLNOTMETOJUSTIFYT,FQAOD UCPDS TRBBG PZTYW 
BREAKOUT,BEWISEASTHOUARTCRUEL,CVAIC SULUY SUKFN VSLIL 
GENTILES,INFAITHIDONOTLOVETHE,ORSTQ ELAJS AHBWS NKXUX 
FONDNESS,LOVEISMYSINANDTHYDEA,QCIHV WEQXW ADAHL ZDRRD 
PARANOIA,LOASACAREFULHOUSEWIF,AORSN QIRTF LLUCC STWZF 
ONLOOKER,TWOLOVESIHAVEOFCOMFO,HJZZC FIJWU LJSYJ TCZQC 
PRESSUPS,THOSELIPSTHATLOVESOW,IYSKW FXHHK LSLFD NTJSO 
PROLOGUE,POORSOULTHECENTREOFM,EFCCG UOPIY SNSTN VTFTX 
MEDDLING,MYLOVEISASAFEVERLONG,YCORG MVYMW DIPDR XXSQJ 
LAUNCHED,OMEWHATEYESHATHLOVEP,ZMYJJ HXHJE MUCAL OZVYC 
STINGERS,CANSTTHOUOCRUELSAYIL,UTVFZ XYGMH KEAIC KSRQY 
INHERENT,OFROMWHATPOWERHASTTH,WSYSD AUTBC VAVVU TAGAL 
LANDLADY,LOVEISTOOYOUNGTOKNOW,WOIHT SWMZY BXYGW MVNBZ 
CHAPLAIN,INLOVINGTHEETHOUKNOW,KULDG IVTVO ETEHW HMUOL 
HEADSHIP,CUPIDLAIDBYHISBRANDA,JYPLV SIXKF YKAZJ GHRDD 
EXPLOITS,THELITTLELOVEGODLYIN,XETWW BMDII DGSOH VPVXY 
DECISIVE,FROMFAIRESTCREATURES,IVQUX IDVHW VKJMV XXVGA 
PRIVATES,WHENFORTYWINTERSSHAL,LYMIF HVLNN QITXV KHYIG 
COVERTLY,LOOKINTHYGLASSANDTEL,NCJOZ GEFAU GEJLL LFHZP 
TRACTORS,UNTHRIFTYLOVELINESSW,NETJK WWLRC OXXZZ FXJSY 
BEDROOMS,THOSEHOURSTHATWITHGE,ULRJS VAMSW WYOHI AULJV 
CHARMERS,THENLETNOTWINTERSRAG,VOEEX IKFQA WZZXV JUYAX 
ASSESSED,LOINTHEORIENTWHENTHE,LGARL ZIRRA WRLOL HNLZI 
ESTIMATE,MUSICTOHEARWHYHEARST,QMLQO THLIS KETYA IEJLB 
WEEKDAYS,ISITFORFEARTOWETAWID,EWMDI OPXAE VDRWC LWAMN 
POLLSTER,FORSHAMEDENYTHATTHOU,UCCDZ TQVSS YJLAE KIVZF 
RUNNERUP,ASFASTASTHOUSHALTWAN,RMSNW KUHKB BHWYU AKQNA 
PRESSMEN,WHENIDOCOUNTTHECLOCK,LYIFA PSPDL RLLTI PAFGC 
ROUGHING,OTHATYOUWEREYOURSELF,FHBGA GBANS LKFWH XJSFL 
OPTIONAL,NOTFROMTHESTARSDOIMY,BDMNF BMEVT LBOES OCXFG 
RECYCLED,WHENICONSIDEREVERYTH,NLGLK NSQJM FCTPZ HICVF 
PREPARER,BUTWHEREFOREDONOTYOU,QLXLH VVVUF VTDFR FIPSJ 
UNPAIRED,WHOWILLBELIEVEMYVERS,QUDWQ CPEYY XEDVQ BPRGS 
THUMPING,SHALLICOMPARETHEETOA,LOUXA QPUFW UDTBU KXAIM 
GUIDANCE,DEVOURINGTIMEBLUNTTH,JYDRU EKRMN QPEON YTNBK 
CHESSMEN,AWOMANSFACEWITHNATUR,CDSES ZWSCJ IOAFL ACAYJ 
BANDITRY,SOISITNOTWITHMEASWIT,TOVVQ MEMUW VWPFV YTWVW 
PECTORAL,MYGLASSSHALLNOTPERSU,BCIEO JSDWE NEBFT ATVUN 
SCARIEST,ASANUNPERFECTACTORON,SUAEC RHXJH ETBEU MGTOE 
STRAINER,MINEEYEHATHPLAYDTHEP,EBEEM LIYSM YPTNC ULAVP 
INTRIGUE,LETTHOSEWHOAREINFAVO,TRMKP UMIEU HRZKC RNNOF 
BESMIRCH,LORDOFMYLOVETOWHOMIN,MSJPW WOFMS NQBFY OPQAZ 
ELOQUENT,WEARYWITHTOILIHASTEM,APOHS AVMLE CYFMU TWESC 
THRUSHES,HOWCANITHENRETURNINH,AVNWS UMLAL ELWAY JGPEB 
GERMANIC,WHENINDISGRACEWITHFO,CLVZI ALKYK IMCRE KZLWA 
CHROMIUM,WHENTOTHESESSIONSOFS,YOVBF WNTGZ VGEQI ZUVWG 
CUCUMBER,THYBOSOMISENDEAREDWI,VBAVA TSDKM GHPFE IGXYC 
STRUTTED,IFTHOUSURVIVEMYWELLC,AYKBH NWXJO ZPXFC ZWECW 
SHIFTIER,FULLMANYAGLORIOUSMOR,XBTQF IRPSN TTKQS LKTWW 
SAUSAGES,WHYDIDSTTHOUPROMISES,OHSVI JWLLH IMPXS EASYK 
MYTHICAL,NOMOREBEGRIEVEDATTHA,ZMFVZ GBPSP BLDGD LFRAH 
ROSETTES,LETMECONFESSTHATWETW,CSLQX VSFWS KWMAE LNSLA 
OVERTIME,ASADECREPITFATHERTAK,ONEUX KDIDD XWTBT IFOEB 
SORRIEST,HOWCANMYMUSEWANTSUBJ,ZCNTI REREI JVEEF MKISA 
DEBACLES,OHOWTHYWORTHWITHMANN,RLPWV SCORV UHYTX ZPEON 
REFUTING,TAKEALLMYLOVESMYLOVE,KEPYT TYSPP TPXAZ ECSAY 
REMINDER,THOSEPETTYWRONGSTHAT,KLAAR SIKKC IZBQK JKLMB 
GIVEAWAY,THATTHOUHASTHERITISN,ZPVXT DOSNI NXHAR GZQNR 
FANCIFUL,WHENMOSTIWINKTHENDOM,BHRPU TMENW VPSYB PSDBO 
KERBSIDE,IFTHEDULLSUBSTANCEOF,SJKIW LXPVW LCKBD RMIFG 
SHINIEST,THEOTHERTWOSLIGHTAIR,LOMBB LWKLD WFTMY ALHQE 
BASKETRY,MINEEYEANDHEARTAREAT,NIFOI RVYOD ZOEKK YSESD 
BLUSTERY,BETWIXTMINEEYEANDHEA,CPNOB BKKJY YWRIR LESYS 
SPONGING,HOWCAREFULWASIWHENIT,ZDKPG ZRLMA KNYQJ NWCWG 
NOBLEMAN,AGAINSTTHATTIMEIFEVE,NUBTR ETGUO UEMYE VSSWP 
PREFACES,HOWHEAVYDOIJOURNEYON,WFAME CZQSF MOOWV FTPSS 
STRUMPET,THUSCANMYLOVEEXCUSET,LALMO PRFQE FPQTB VMLVN 
SNUGGLES,SOAMIASTHERICHWHOSEB,KBUSO LWLZR LOISA ZGFYH 
ENDANGER,WHATISYOURSUBSTANCEW,AUDTV YCFYE VUOYX RRPHW 
UNROLLED,OHOWMUCHMOREDOTHBEAU,IUFKX FGKGB ISOZX KVRRI 
HIGHLAND,NOTMARBLENORTHEGILDE,UWZTL ROOLV UYEHR JPTJL 
SHUTDOWN,SWEETLOVERENEWTHYFOR,KDYXW ZKIWY YGHKP UQMIK 
HUMORIST,BEINGYOURSLAVEWHATSH,IYUBX GGNYM XOMMO AHNEV 
DEPRIVES,THATGODFORBIDTHATMAD,WLPKO JHXRV QZLOL SWQPU 
PILCHARD,IFTHEREBENOTHINGNEWB,XNEJL RVETV ZVOIE JCMHD 
DESIGNER,LIKEASTHEWAVESMAKETO,OMCMG FXYHA SDKFQ RNILW 
FURROWED,ISITTHYWILLTHYIMAGES,NMZKH DCZNF CKVUM PFAVJ 
QUIESCED,SINOFSELFLOVEPOSSESS,ICVSX UIOVF WZWRS VIYAW 
UNSEEDED,AGAINSTMYLOVESHALLBE,UTSMR VXPSY GZIVL DFYTI 
DEJECTED,WHENIHAVESEENBYTIMES,ZLNRK AEYHW NIPUC WLQNW 
LATERALS,SINCEBRASSNORSTONENO,DIGGV BCSDS GSISE GYEGS 
RANKNESS,TIREDWITHALLTHESEFOR,KIEOQ AALYA YVGLW KVFBB 
THROWING,AHWHEREFOREWITHINFEC,TONVA ZRLHY VKEBU OGMVQ 
WARHORSE,THUSISHISCHEEKTHEMAP,PHLZW JZMOC YLSBL LAMRW 
WILDCATS,THOSEPARTSOFTHEETHAT,PPZVG PTJPA ZIVHX WPPLW 
INKWELLS,THATTHOUARTBLAMEDSHA,BUKPX SZMIE DXPLX WLFRW 
DECREASE,NOLONGERMOURNFORMEWH,QSNFR GWVPS WIRFG VPIYY 
HEMLINES,OLESTTHEWORLDSHOULDT,VPQDB GLWDS DWLFL GBPPE 
TAILLESS,THATTIMEOFYEARTHOUMA,MHIEE MEWHF GPLVL ZHUUL 
OUTPACED,BUTBECONTENTEDWHENTH,POMQE ESQHY GIEFA KSHMW 
PROVIDED,SOAREYOUTOMYTHOUGHTS,HFOMM BSXIF ATBKS XVYHN 
SPROUTED,WHYISMYVERSESOBARREN,OWPWM FCYWG JSMHF DJGVB 
EDUCATOR,THYGLASSWILLSHOWTHEE,XKSIL TGJAL FNSAC NXKYG 
FLAUTIST,SOOFTHAVEIINVOKEDTHE,XZOZM PSOJT IHOWC XIEHY 
SEAWATER,WHILSTIALONEDIDCALLU,OLIHS MMRDS NADBH TSPLQ 
TEMERITY,OHOWIFAINTWHENIOFYOU,HLAAZ NTGGX ILVVB MYCAY 
ERASABLE,ORISHALLLIVEYOUREPIT,SIIKH BWPPZ VWYPF VIGIL 
DOCUMENT,IGRANTTHOUWERTNOTMAR,LUTUZ XGARI YYDXA HWACL 
ASCETICS,INEVERSAWTHATYOUDIDP,IFGZX ZUSWL JEMGQ MDAFT 
OUTSHONE,WHOISITTHATSAYSMOSTW,KBHAZ WGXVU MKHMF QCMMO 
EVIDENCE,MYTONGUETIEDMUSEINMA,QTBRR TWIXD MGQHU IMIUD 
UNMASKED,WASITTHEPROUDFULLSAI,QNEIL DLHJE AUVPY OFFMI 
CRAFTIER,FAREWELLTHOUARTTOODE,HRRJP MPCVY OZTZX KQFDJ 
WELLUSED,WHENTHOUSHALTBEDISPO,SLPYN ZSXOL LWNTI GEWAZ 
MOTHBALL,SAYTHATTHOUDIDSTFORS,EORAI AEETC NKJDD ERCKZ 
CHASTITY,THENHATEMEWHENTHOUWI,VOEFA IMCOL WZXVM FQBWA 
RAINFALL,SOMEGLORYINTHEIRBIRT,JOURL LZCPI VGMET CSIZG 
SPIKIEST,BUTDOTHYWORSTTOSTEAL,TJBNW XZROD ZCBXG LLTIV 
SEAPLANE,SOSHALLILIVESUPPOSIN,KSSWL LYMDM VTDUC TGWIC 
ARBOREAL,THEYTHATHAVEPOWERTOH,TYFMK LAEHR WSGSW PRKPV 
CODENAME,HOWSWEETANDLOVELYDOS,JCZWJ EQXCB GPBVQ PARRW 
SHOELACE,SOMESAYTHYFAULTISYOU,KVAID AAXZF TEFLV MKFCY 
ABLUTION,HOWLIKEAWINTERHATHMY,HPHFB SSNWJ YNXZV NTIXS 
SILENTLY,FROMYOUHAVEIBEENABSE,XZZQL HFFSD PMOXP LSJDI 
CRACKLES,THEFORWARDVIOLETTHUS,VYEHY CASTU VKYWI LVYUU 
PASTORAL,WHEREARTTHOUMUSETHAT,LHWKS RREIH GNALS PIHSM 
FRAZZLED,OTRUANTMUSEWHATSHALL,TKRTZ YXPZJ EVGLX VMRLK 
YEARNING,MYLOVEISSTRENGTHENDT,KCLFI MVYQX RVAOG NCRDK 
FOURFOLD,ALACKWHATPOVERTYMYMU,FZUTP KSDYD IMJFE BRMGL 
CANVASES,TOMEFAIRFRIENDYOUNEV,VOZZF SMJHR VZNVC GWNRQ 
SWISHING,LETNOTMYLOVEBECALLDI,DABFV BZEDK DWIMP GDHLA 
COSSETED,WHENINTHECHRONICLEOF,YVWFM GXKGQ ZJSGM FNSGX 
WASTINGS,WHENINTHECHRONICLEOF,SHWGQ AZZAC ZKWAO UHEGY 
MAILABLE,NOTMINEOWNFEARSNORTH,ZOBXI OPSIN NPASD RARBS 
DOCKSIDE,WHATSINTHEBRAINTHATI,ZVCDK QQXKS DBSQQ XKOVS 
FLICKERS,ONEVERSAYTHATIWASFAL,TYMXO VJSDE PCDMN SXQIN 
BACILLUS,ALASTISTRUEIHAVEGONE,BLCAE TMLSU GQSLP WHOPM 
FLOATING,OFORMYSAKEDOYOUWITHF,TQCRF GFGPP RORWH CNEVF 
GAROTTES,YOURLOVEANDPITYDOTHT,EOLFE HZWGN UDBMC VUTYH 
DOGSBODY,SINCEILEFTYOUMINEEYE,VWTUF WOCIH EGVAL LHSEW 
GEOMETER,ORWHETHERDOTHMYMINDB,UVKTI MLVXH CFLFC DORRN 
REDDENED,THOSELINESTHATIBEFOR,KLRVI YMQVW WKEGM EVJRU 
ACOUSTIC,LETMENOTTOTHEMARRIAG,LGHGW GWVTQ HBWFI TRKOA 
MACHINES,ACCUSEMETHUSTHATIHAV,MCEBA RQWFH WZBUE LUHCC 
ALLOYING,LIKEASTOMAKEOURAPPET,LTVSY AGUML VSMCE GPAPH 
BURLIEST,WHATPOTIONSHAVEIDRUN,XBREX SLBPH JSIZW BELLY 
SEEDLING,THATYOUWEREONCEUNKIN,LLEWJ WHCWV IRYKR AFOMQ 
MUTAGENS,TISBETTERTOBEVILETHA,FCLBK XGWDN HBKZV DQNAA 
TEETHING,THYGIFTTHYTABLESAREW,MLCZP NGZAC XTITR YTVIP 
MISNOMER,NOTIMETHOUSHALTNOTBO,ZWLVA QXYAC KUOXX EABTB 
KEYWORDS,IFMYDEARLOVEWEREBUTT,SJKUR VDJVS TAKVU WLYRP 
